Nom du jeu,Code emission,N° livret,N° du colis,Date de réception,Date d'activation,Date statut vendu,Date relevé d'opération,N° relevé d'opération
MAXI MOTS CROISÉS,67301,2545105,702697078,2021-07-14 00:00:00,2021-08-04 00:00:00,2021-08-05 00:00:00,,
SUPER 10 OU 200,66802,3502217,702763087,2021-07-30 00:00:00,2021-08-04 00:00:00,2021-08-05 00:00:00,,
X20,63705,3672365,702697078,2021-07-14 00:00:00,2021-08-04 00:00:00,2021-08-05 00:00:00,,
X20,63705,3672366,702697078,2021-07-14 00:00:00,2021-08-04 00:00:00,2021-08-06 00:00:00,,
CASH,64805,7737788,702697079,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
CASH,64805,7737789,702697079,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
CASH,64805,7737790,702697079,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-05 00:00:00,,
JACKPOT,65902,3470723,702697079,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
MAXI MOTS CROISÉS,67301,2545101,702697078,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
MAXI MOTS CROISÉS,67301,2545102,702697078,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
MEGA MOTS CROISÉS,67401,58505,702593328,2021-06-18 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
MILLIONNAIRE,67101,3711029,702649560,2021-07-02 00:00:00,2021-08-02 00:00:00,2021-08-05 00:00:00,,
MOTS CROISÉS,67501,1649961,702697077,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-06 00:00:00,,
SUPER 10 OU 200,66802,3502213,702763087,2021-07-30 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
SUPER 10 OU 200,66802,3502216,702763087,2021-07-30 00:00:00,2021-08-02 00:00:00,2021-08-05 00:00:00,,
SUPER 10 OU 200,66802,3800065,702697077,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
SUPER 10 OU 200,66802,3800066,702697077,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
SUPER 10 OU 200,66802,3800067,702697077,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
SUPER 10 OU 200,66802,3800068,702697077,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
Top Chrono,89101,97854,702763087,2021-07-30 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
X20,63705,3672335,702697078,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
X20,63705,3672336,702697078,2021-07-14 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,,
BLACK JACK,64703,934568,702542817,2021-06-07 00:00:00,2021-08-01 00:00:00,2021-08-08 00:00:00,,
CASH,64805,7737787,702697079,2021-07-14 00:00:00,2021-08-01 00:00:00,2021-08-03 00:00:00,,
Coup Double,88801,1059899,702697079,2021-07-14 00:00:00,2021-08-01 00:00:00,2021-08-03 00:00:00,,
MAXI MOTS CROISÉS,67301,2545100,702697078,2021-07-14 00:00:00,2021-08-01 00:00:00,2021-08-02 00:00:00,,
MILLIONNAIRE,67101,3711028,702649560,2021-07-02 00:00:00,2021-08-01 00:00:00,2021-08-03 00:00:00,,
SUPER 10 OU 200,66802,3800040,702697077,2021-07-14 00:00:00,2021-08-01 00:00:00,2021-08-02 00:00:00,,
SUPER 10 OU 200,66802,3800063,702697077,2021-07-14 00:00:00,2021-08-01 00:00:00,2021-12-29 00:00:00,,
SUPER 10 OU 200,66802,3800064,702697077,2021-07-14 00:00:00,2021-08-01 00:00:00,2021-08-02 00:00:00,,
X20,63705,3672324,702697078,2021-07-14 00:00:00,2021-08-01 00:00:00,2021-08-03 00:00:00,,
CASH,64805,7737760,702697079,2021-07-14 00:00:00,2021-07-31 00:00:00,2021-08-01 00:00:00,,
CASH,64805,7737761,702697079,2021-07-14 00:00:00,2021-07-31 00:00:00,2021-08-02 00:00:00,,
JACKPOT,65902,3470722,702697079,2021-07-14 00:00:00,2021-07-31 00:00:00,2021-08-02 00:00:00,,
SUPER 10 OU 200,66802,3800039,702697077,2021-07-14 00:00:00,2021-07-31 00:00:00,2021-08-02 00:00:00,,
TOUS AVEC L'EQUIPE DE FRANCE,69301,327943,702697077,2021-07-14 00:00:00,2021-07-31 00:00:00,2021-08-04 00:00:00,,
X20,63705,3672323,702697078,2021-07-14 00:00:00,2021-07-31 00:00:00,2021-08-02 00:00:00,,
CASH,64805,7737759,702697079,2021-07-14 00:00:00,2021-07-30 00:00:00,2021-08-01 00:00:00,,
MAXI MOTS CROISÉS,67301,2545099,702697078,2021-07-14 00:00:00,2021-07-30 00:00:00,2021-08-01 00:00:00,,
MEGA MOTS CROISÉS,67401,58504,702593328,2021-06-18 00:00:00,2021-07-30 00:00:00,2021-08-02 00:00:00,,
SUPER 10 OU 200,66802,3800037,702697077,2021-07-14 00:00:00,2021-07-30 00:00:00,2021-07-31 00:00:00,,
SUPER 10 OU 200,66802,3800038,702697077,2021-07-14 00:00:00,2021-07-30 00:00:00,2021-08-01 00:00:00,,
X20,63705,3672322,702697078,2021-07-14 00:00:00,2021-07-30 00:00:00,2021-08-01 00:00:00,,
CASH,64805,7737758,702697079,2021-07-14 00:00:00,2021-07-29 00:00:00,2021-07-31 00:00:00,,
JACKPOT,65902,2432516,702649561,2021-07-02 00:00:00,2021-07-29 00:00:00,2021-07-31 00:00:00,,
MAXI GOAL,65302,1258845,702462503,2021-05-19 00:00:00,2021-07-29 00:00:00,2021-08-29 00:00:00,,
MAXI MOTS CROISÉS,67301,2544853,702697078,2021-07-14 00:00:00,2021-07-29 00:00:00,2021-07-31 00:00:00,,
SUPER 10 OU 200,66802,3800035,702697077,2021-07-14 00:00:00,2021-07-29 00:00:00,2021-07-30 00:00:00,,
SUPER 10 OU 200,66802,3800036,702697077,2021-07-14 00:00:00,2021-07-29 00:00:00,2021-07-30 00:00:00,,
X20,63705,3672312,702697078,2021-07-14 00:00:00,2021-07-29 00:00:00,2021-07-31 00:00:00,,
BINGO,69601,1032951,702462504,2021-05-19 00:00:00,2021-07-28 00:00:00,2021-08-12 00:00:00,,
CASH,64805,7737757,702697079,2021-07-14 00:00:00,2021-07-28 00:00:00,2021-07-30 00:00:00,,
MEGA MOTS CROISÉS,67401,58491,702593328,2021-06-18 00:00:00,2021-07-28 00:00:00,2021-07-30 00:00:00,,
MILLIONNAIRE,67101,3710994,702649560,2021-07-02 00:00:00,2021-07-28 00:00:00,2021-08-02 00:00:00,,
BURGER QUIZ,88901,396293,702462501,2021-05-19 00:00:00,2021-07-26 00:00:00,2021-08-12 00:00:00,,
CASH,64805,7737754,702697079,2021-07-14 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,,
CASH,64805,7737755,702697079,2021-07-14 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,,
MAXI MOTS CROISÉS,67301,2023294,702697078,2021-07-14 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,,
MEGA MOTS CROISÉS,67401,58474,702593328,2021-06-18 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,,
MOTS CROISÉS,67501,1649926,702697077,2021-07-14 00:00:00,2021-07-26 00:00:00,2021-07-29 00:00:00,,
SUPER 10 OU 200,66802,3800026,702697077,2021-07-14 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,,
SUPER 10 OU 200,66802,3800027,702697077,2021-07-14 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,,
SUPER 10 OU 200,66802,3800034,702697077,2021-07-14 00:00:00,2021-07-26 00:00:00,2021-07-29 00:00:00,,
TOUS AVEC L'EQUIPE DE FRANCE,69301,241198,702649560,2021-07-02 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,,
X20,63705,3672257,702697078,2021-07-14 00:00:00,2021-07-26 00:00:00,2021-07-29 00:00:00,,
CASH,64805,7737753,702697079,2021-07-14 00:00:00,2021-07-25 00:00:00,2021-07-27 00:00:00,,
SUPER 10 OU 200,66802,3800024,702697077,2021-07-14 00:00:00,2021-07-25 00:00:00,2021-07-26 00:00:00,,
SUPER 10 OU 200,66802,3800025,702697077,2021-07-14 00:00:00,2021-07-25 00:00:00,2021-07-26 00:00:00,,
CASH,64805,7737752,702697079,2021-07-14 00:00:00,2021-07-24 00:00:00,2021-07-25 00:00:00,,
JACKPOT,65902,2431869,702649561,2021-07-02 00:00:00,2021-07-24 00:00:00,2021-07-27 00:00:00,,
MAXI MOTS CROISÉS,67301,2023286,702697078,2021-07-14 00:00:00,2021-07-24 00:00:00,2021-07-26 00:00:00,,
MEGA MOTS CROISÉS,67401,58473,702593328,2021-06-18 00:00:00,2021-07-24 00:00:00,2021-07-27 00:00:00,,
X20,63705,3672256,702697078,2021-07-14 00:00:00,2021-07-24 00:00:00,2021-07-26 00:00:00,,
CASH,64805,7737751,702697079,2021-07-14 00:00:00,2021-07-23 00:00:00,2021-07-24 00:00:00,,
MAXI MOTS CROISÉS,67301,2023272,702697078,2021-07-14 00:00:00,2021-07-23 00:00:00,2021-07-25 00:00:00,,
MILLIONNAIRE,67101,3711007,702649560,2021-07-02 00:00:00,2021-07-23 00:00:00,2021-07-27 00:00:00,,
SUPER 10 OU 200,66802,3800023,702697077,2021-07-14 00:00:00,2021-07-23 00:00:00,2021-07-25 00:00:00,,
X10,63802,3436513,702649561,2021-07-02 00:00:00,2021-07-23 00:00:00,2021-08-03 00:00:00,,
X20,63705,3672255,702697078,2021-07-14 00:00:00,2021-07-23 00:00:00,2021-07-25 00:00:00,,
CASH,64805,7591964,702649560,2021-07-02 00:00:00,2021-07-22 00:00:00,2021-07-23 00:00:00,,
NUMÉRO FÉTICHE,64402,1746763,702542819,2021-06-07 00:00:00,2021-07-22 00:00:00,2021-09-03 00:00:00,,
SUPER 10 OU 200,66802,3800003,702697077,2021-07-14 00:00:00,2021-07-22 00:00:00,2021-12-19 00:00:00,,
SUPER 10 OU 200,66802,3800022,702697077,2021-07-14 00:00:00,2021-07-22 00:00:00,2021-07-24 00:00:00,,
TOUS AVEC L'EQUIPE DE FRANCE,69301,241197,702649560,2021-07-02 00:00:00,2021-07-22 00:00:00,2021-07-24 00:00:00,,
ASTRO,66402,843347,702462504,2021-05-19 00:00:00,2021-07-21 00:00:00,2021-08-15 00:00:00,,
BINGO,69601,1032950,702462504,2021-05-19 00:00:00,2021-07-21 00:00:00,2021-07-27 00:00:00,,
CASH,64805,7591963,702649560,2021-07-02 00:00:00,2021-07-21 00:00:00,2021-07-22 00:00:00,,
JACKPOT,65902,2431862,702649561,2021-07-02 00:00:00,2021-07-21 00:00:00,2021-07-24 00:00:00,,
MEGA MOTS CROISÉS,67401,2280223,702542818,2021-06-07 00:00:00,2021-07-21 00:00:00,2021-07-23 00:00:00,,
MOTS CROISÉS,67501,1649921,702697077,2021-07-14 00:00:00,2021-07-21 00:00:00,2021-07-25 00:00:00,,
SOLITAIRE,67202,1521657,702649561,2021-07-02 00:00:00,2021-07-21 00:00:00,2021-08-01 00:00:00,,
SUPER 10 OU 200,66802,3799998,702697077,2021-07-14 00:00:00,2021-07-21 00:00:00,2021-07-22 00:00:00,,
SUPER 10 OU 200,66802,3799999,702697077,2021-07-14 00:00:00,2021-07-21 00:00:00,2021-07-22 00:00:00,,
SUPER 10 OU 200,66802,3800000,702697077,2021-07-14 00:00:00,2021-07-21 00:00:00,2021-07-22 00:00:00,,
SUPER 10 OU 200,66802,3800001,702697077,2021-07-14 00:00:00,2021-07-21 00:00:00,2021-07-22 00:00:00,,
SUPER 10 OU 200,66802,3800002,702697077,2021-07-14 00:00:00,2021-07-21 00:00:00,2021-07-23 00:00:00,,
X20,63705,3672254,702697078,2021-07-14 00:00:00,2021-07-21 00:00:00,2021-07-24 00:00:00,,
CASH,64805,7591961,702649560,2021-07-02 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,,
CASH,64805,7591962,702649560,2021-07-02 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,,
Coup Double,88801,1059898,702697079,2021-07-14 00:00:00,2021-07-19 00:00:00,2021-07-26 00:00:00,,
JACKPOT,65902,2431855,702649561,2021-07-02 00:00:00,2021-07-19 00:00:00,2021-07-22 00:00:00,,
JACKPOT,65902,3052467,702593329,2021-06-18 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,,
MAXI MOTS CROISÉS,67301,1713973,702649560,2021-07-02 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,,
MAXI MOTS CROISÉS,67301,1714142,702649560,2021-07-02 00:00:00,2021-07-19 00:00:00,2021-07-22 00:00:00,,
MEGA GOAL,69901,1248667,702462503,2021-05-19 00:00:00,2021-07-19 00:00:00,2021-07-29 00:00:00,,
MEGA MOTS CROISÉS,67401,2280219,702542818,2021-06-07 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,,
SUPER 10 OU 200,66802,3792850,702697077,2021-07-14 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,,
SUPER 10 OU 200,66802,3792851,702697077,2021-07-14 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,,
SUPER 10 OU 200,66802,3792852,702697077,2021-07-14 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,,
SUPER 10 OU 200,66802,3792854,702697077,2021-07-14 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,,
SUPER 10 OU 200,66802,3792855,702697077,2021-07-14 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,,
SUPER 10 OU 200,66802,3792856,702697077,2021-07-14 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,,
SUPER 10 OU 200,66802,3799997,702697077,2021-07-14 00:00:00,2021-07-19 00:00:00,2021-12-17 00:00:00,,
VEGAS,63302,3486490,702542817,2021-06-07 00:00:00,2021-07-19 00:00:00,2021-08-01 00:00:00,,
X20,63705,3672241,702697078,2021-07-14 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,,
X20,63705,3672253,702697078,2021-07-14 00:00:00,2021-07-19 00:00:00,2021-07-22 00:00:00,,
CASH,64805,7591960,702649560,2021-07-02 00:00:00,2021-07-18 00:00:00,2021-07-19 00:00:00,,
SUPER 10 OU 200,66802,3792834,702697077,2021-07-14 00:00:00,2021-07-18 00:00:00,2021-07-19 00:00:00,,
GOAL,65401,3521375,702462503,2021-05-19 00:00:00,2021-07-17 00:00:00,2021-08-05 00:00:00,,
MAXI MOTS CROISÉS,67301,1628699,702649561,2021-07-02 00:00:00,2021-07-17 00:00:00,2021-07-19 00:00:00,,
SUPER 10 OU 200,66802,3792831,702697077,2021-07-14 00:00:00,2021-07-17 00:00:00,2021-07-19 00:00:00,,
TOUS AVEC L'EQUIPE DE FRANCE,69301,182105,702649560,2021-07-02 00:00:00,2021-07-17 00:00:00,2021-07-19 00:00:00,,
X20,63705,3672240,702697078,2021-07-14 00:00:00,2021-07-17 00:00:00,2021-07-19 00:00:00,,
CASH,64805,5866424,702593328,2021-06-18 00:00:00,2021-07-16 00:00:00,2021-07-19 00:00:00,,
MEGA GOAL,69901,1248666,702462503,2021-05-19 00:00:00,2021-07-16 00:00:00,2021-07-17 00:00:00,,
MEGA MOTS CROISÉS,67401,2280217,702542818,2021-06-07 00:00:00,2021-07-16 00:00:00,2021-07-17 00:00:00,,
SUPER 10 OU 200,66802,3792830,702697077,2021-07-14 00:00:00,2021-07-16 00:00:00,2021-07-17 00:00:00,,
X20,63705,3672239,702697078,2021-07-14 00:00:00,2021-07-16 00:00:00,2021-07-18 00:00:00,,
BLACK JACK,64703,581737,702462502,2021-05-19 00:00:00,2021-07-15 00:00:00,2021-07-26 00:00:00,,
CASH,64805,5866423,702593328,2021-06-18 00:00:00,2021-07-15 00:00:00,2021-07-17 00:00:00,,
JACKPOT,65902,3052466,702593329,2021-06-18 00:00:00,2021-07-15 00:00:00,2021-07-19 00:00:00,,
MAXI MOTS CROISÉS,67301,1628686,702649561,2021-07-02 00:00:00,2021-07-15 00:00:00,2021-07-17 00:00:00,,
MEGA MOTS CROISÉS,67401,2280189,702542818,2021-06-07 00:00:00,2021-07-15 00:00:00,2021-07-16 00:00:00,,
MILLIONNAIRE,67101,3710993,702649560,2021-07-02 00:00:00,2021-07-15 00:00:00,2021-07-20 00:00:00,,
SUPER 10 OU 200,66802,3792826,702697077,2021-07-14 00:00:00,2021-07-15 00:00:00,2021-07-16 00:00:00,,
SUPER 10 OU 200,66802,3792827,702697077,2021-07-14 00:00:00,2021-07-15 00:00:00,2021-07-16 00:00:00,,
SUPER 10 OU 200,66802,3792828,702697077,2021-07-14 00:00:00,2021-07-15 00:00:00,2021-07-16 00:00:00,,
SUPER 10 OU 200,66802,3792829,702697077,2021-07-14 00:00:00,2021-07-15 00:00:00,2021-07-17 00:00:00,,
X20,63705,3672238,702697078,2021-07-14 00:00:00,2021-07-15 00:00:00,2021-07-17 00:00:00,,
CASH,64805,5866422,702593328,2021-06-18 00:00:00,2021-07-14 00:00:00,2021-07-16 00:00:00,,
JACKPOT,65902,3051833,702593329,2021-06-18 00:00:00,2021-07-14 00:00:00,2021-07-16 00:00:00,,
MAXI MOTS CROISÉS,67301,2262563,702593328,2021-06-18 00:00:00,2021-07-14 00:00:00,2021-07-16 00:00:00,,
MOTS CROISÉS,67501,298436,702542819,2021-06-07 00:00:00,2021-07-14 00:00:00,2021-07-19 00:00:00,,
SUPER 10 OU 200,66802,3792825,702697077,2021-07-14 00:00:00,2021-07-14 00:00:00,2021-07-15 00:00:00,,
X20,63705,3672237,702697078,2021-07-14 00:00:00,2021-07-14 00:00:00,2021-07-16 00:00:00,,
CASH,64805,5866416,702593328,2021-06-18 00:00:00,2021-07-12 00:00:00,2021-07-15 00:00:00,,
Coup Double,88801,905809,702649561,2021-07-02 00:00:00,2021-07-12 00:00:00,2021-12-12 00:00:00,,
LA GROSSE ROUE,68501,102353,702462503,2021-05-19 00:00:00,2021-07-12 00:00:00,2021-09-09 00:00:00,,
MAXI MOTS CROISÉS,67301,2262562,702593328,2021-06-18 00:00:00,2021-07-12 00:00:00,2021-07-14 00:00:00,,
SUPER 10 OU 200,66802,1897050,702649560,2021-07-02 00:00:00,2021-07-12 00:00:00,2021-07-13 00:00:00,,
SUPER 10 OU 200,66802,1897051,702649560,2021-07-02 00:00:00,2021-07-12 00:00:00,2021-07-14 00:00:00,,
TOUS AVEC L'EQUIPE DE FRANCE,69301,182083,702649560,2021-07-02 00:00:00,2021-07-12 00:00:00,2021-07-13 00:00:00,,
TOUS AVEC L'EQUIPE DE FRANCE,69301,182088,702649560,2021-07-02 00:00:00,2021-07-12 00:00:00,2021-07-17 00:00:00,,
X10,63802,3223140,702502334,2021-05-28 00:00:00,2021-07-12 00:00:00,2021-07-16 00:00:00,,
CASH,64805,5866415,702593328,2021-06-18 00:00:00,2021-07-11 00:00:00,2021-07-13 00:00:00,,
MAXI MOTS CROISÉS,67301,2262561,702593328,2021-06-18 00:00:00,2021-07-11 00:00:00,2021-07-13 00:00:00,,
SUPER 10 OU 200,66802,1897048,702649560,2021-07-02 00:00:00,2021-07-11 00:00:00,2021-07-12 00:00:00,,
SUPER 10 OU 200,66802,1897049,702649560,2021-07-02 00:00:00,2021-07-11 00:00:00,2021-07-13 00:00:00,,
X20,63705,2511919,702649560,2021-07-02 00:00:00,2021-07-11 00:00:00,2021-07-13 00:00:00,,
CASH,64805,5861231,702593328,2021-06-18 00:00:00,2021-07-10 00:00:00,2021-07-11 00:00:00,,
CASH,64805,5866414,702593328,2021-06-18 00:00:00,2021-07-10 00:00:00,2021-07-12 00:00:00,,
JACKPOT,65902,3051832,702593329,2021-06-18 00:00:00,2021-07-10 00:00:00,2021-07-13 00:00:00,,
MEGA GOAL,69901,1248669,702462503,2021-05-19 00:00:00,2021-07-10 00:00:00,2021-07-12 00:00:00,,
MEGA MOTS CROISÉS,67401,2280202,702542818,2021-06-07 00:00:00,2021-07-10 00:00:00,2021-07-13 00:00:00,,
PACTOLE,63903,1721902,702593329,2021-06-18 00:00:00,2021-07-10 00:00:00,2021-08-14 00:00:00,,
SUPER 10 OU 200,66802,1897023,702649560,2021-07-02 00:00:00,2021-07-10 00:00:00,2021-07-11 00:00:00,,
SUPER 10 OU 200,66802,1897024,702649560,2021-07-02 00:00:00,2021-07-10 00:00:00,2021-07-11 00:00:00,,
SUPER 10 OU 200,66802,1897025,702649560,2021-07-02 00:00:00,2021-07-10 00:00:00,2021-07-11 00:00:00,,
SUPER 10 OU 200,66802,1897026,702649560,2021-07-02 00:00:00,2021-07-10 00:00:00,2021-07-11 00:00:00,,
SUPER 10 OU 200,66802,1897047,702649560,2021-07-02 00:00:00,2021-07-10 00:00:00,2021-07-11 00:00:00,,
X20,63705,2642891,702649560,2021-07-02 00:00:00,2021-07-10 00:00:00,2021-07-11 00:00:00,,
X20,63705,2642940,702649560,2021-07-02 00:00:00,2021-07-10 00:00:00,2021-07-11 00:00:00,,
X20,63705,2642941,702649560,2021-07-02 00:00:00,2021-07-10 00:00:00,2021-07-12 00:00:00,,
CASH,64805,5861228,702593328,2021-06-18 00:00:00,2021-07-09 00:00:00,2021-07-10 00:00:00,,
MAXI MOTS CROISÉS,67301,2262547,702593328,2021-06-18 00:00:00,2021-07-09 00:00:00,2021-07-10 00:00:00,,
MAXI MOTS CROISÉS,67301,2262548,702593328,2021-06-18 00:00:00,2021-07-09 00:00:00,2021-07-11 00:00:00,,
SUPER 10 OU 200,66802,1897021,702649560,2021-07-02 00:00:00,2021-07-09 00:00:00,2021-07-10 00:00:00,,
SUPER 10 OU 200,66802,1897022,702649560,2021-07-02 00:00:00,2021-07-09 00:00:00,2021-07-11 00:00:00,,
X20,63705,2642879,702649560,2021-07-02 00:00:00,2021-07-09 00:00:00,2021-07-11 00:00:00,,
CASH,64805,5861227,702593328,2021-06-18 00:00:00,2021-07-08 00:00:00,2021-07-09 00:00:00,,
Coup Double,88801,905848,702649561,2021-07-02 00:00:00,2021-07-08 00:00:00,2021-07-10 00:00:00,,
JACKPOT,65902,3051825,702593329,2021-06-18 00:00:00,2021-07-08 00:00:00,2021-07-11 00:00:00,,
MAXI MOTS CROISÉS,67301,2262472,702593328,2021-06-18 00:00:00,2021-07-08 00:00:00,2021-07-09 00:00:00,,
MEGA MOTS CROISÉS,67401,2280188,702542818,2021-06-07 00:00:00,2021-07-08 00:00:00,2021-07-11 00:00:00,,
MILLIONNAIRE,67101,3826498,702593329,2021-06-18 00:00:00,2021-07-08 00:00:00,2021-07-13 00:00:00,,
SUPER 10 OU 200,66802,1896997,702649560,2021-07-02 00:00:00,2021-07-08 00:00:00,2021-07-09 00:00:00,,
SUPER 10 OU 200,66802,1896998,702649560,2021-07-02 00:00:00,2021-07-08 00:00:00,2021-07-09 00:00:00,,
SUPER 10 OU 200,66802,1896999,702649560,2021-07-02 00:00:00,2021-07-08 00:00:00,2021-07-09 00:00:00,,
SUPER 10 OU 200,66802,1897000,702649560,2021-07-02 00:00:00,2021-07-08 00:00:00,2021-07-09 00:00:00,,
SUPER 10 OU 200,66802,1897001,702649560,2021-07-02 00:00:00,2021-07-08 00:00:00,2021-07-10 00:00:00,,
X20,63705,2716707,702593329,2021-06-18 00:00:00,2021-07-08 00:00:00,2021-07-09 00:00:00,,
CASH,64805,5861209,702593328,2021-06-18 00:00:00,2021-07-07 00:00:00,2021-07-09 00:00:00,,
MAXI MOTS CROISÉS,67301,2262471,702593328,2021-06-18 00:00:00,2021-07-07 00:00:00,2021-07-08 00:00:00,,
SOLITAIRE,67202,107620,702542819,2021-06-07 00:00:00,2021-07-07 00:00:00,2021-07-18 00:00:00,,
SUPER 10 OU 200,66802,1896975,702649560,2021-07-02 00:00:00,2021-07-07 00:00:00,2021-07-08 00:00:00,,
SUPER 10 OU 200,66802,1896976,702649560,2021-07-02 00:00:00,2021-07-07 00:00:00,2021-07-09 00:00:00,,
VEGAS,63302,3486481,702542817,2021-06-07 00:00:00,2021-07-07 00:00:00,2021-07-13 00:00:00,,
X20,63705,2716026,702593329,2021-06-18 00:00:00,2021-07-07 00:00:00,2021-07-08 00:00:00,,
X20,63705,2716706,702593329,2021-06-18 00:00:00,2021-07-07 00:00:00,2021-07-09 00:00:00,,
CASH,64805,4298303,702593329,2021-06-18 00:00:00,2021-07-05 00:00:00,2021-07-08 00:00:00,,
Coup Double,88801,905822,702649561,2021-07-02 00:00:00,2021-07-05 00:00:00,2021-07-08 00:00:00,,
JACKPOT,65902,3051824,702593329,2021-06-18 00:00:00,2021-07-05 00:00:00,2021-07-08 00:00:00,,
MAXI MOTS CROISÉS,67301,2262470,702593328,2021-06-18 00:00:00,2021-07-05 00:00:00,2021-07-08 00:00:00,,
MEGA MOTS CROISÉS,67401,2280224,702542818,2021-06-07 00:00:00,2021-07-05 00:00:00,2021-07-08 00:00:00,,
MEGA MOTS CROISÉS,67401,2280225,702542818,2021-06-07 00:00:00,2021-07-05 00:00:00,2021-07-06 00:00:00,,
MOTS CROISÉS,67501,380732,702462501,2021-05-19 00:00:00,2021-07-05 00:00:00,2021-07-09 00:00:00,,
SUPER 10 OU 200,66802,1896973,702649560,2021-07-02 00:00:00,2021-07-05 00:00:00,2021-07-06 00:00:00,,
SUPER 10 OU 200,66802,1896974,702649560,2021-07-02 00:00:00,2021-07-05 00:00:00,2021-07-08 00:00:00,,
X20,63705,2716025,702593329,2021-06-18 00:00:00,2021-07-05 00:00:00,2021-07-08 00:00:00,,
BLACK JACK,64703,581710,702462502,2021-05-19 00:00:00,2021-07-04 00:00:00,2021-07-11 00:00:00,,
CASH,64805,4298288,702593329,2021-06-18 00:00:00,2021-07-04 00:00:00,2021-07-06 00:00:00,,
CASH,64805,6944810,702542818,2021-06-07 00:00:00,2021-07-04 00:00:00,2021-07-05 00:00:00,,
MAXI MOTS CROISÉS,67301,2262469,702593328,2021-06-18 00:00:00,2021-07-04 00:00:00,2021-07-06 00:00:00,,
SUPER 10 OU 200,66802,1896882,702649560,2021-07-02 00:00:00,2021-07-04 00:00:00,2021-12-01 00:00:00,,
SUPER 10 OU 200,66802,1896920,702649560,2021-07-02 00:00:00,2021-07-04 00:00:00,2021-07-05 00:00:00,,
SUPER 10 OU 200,66802,1896972,702649560,2021-07-02 00:00:00,2021-07-04 00:00:00,2021-07-06 00:00:00,,
X20,63705,2716009,702593329,2021-06-18 00:00:00,2021-07-04 00:00:00,2021-07-06 00:00:00,,
CASH,64805,6944808,702542818,2021-06-07 00:00:00,2021-07-03 00:00:00,2021-07-04 00:00:00,,
JACKPOT,65902,3051800,702593329,2021-06-18 00:00:00,2021-07-03 00:00:00,2021-07-05 00:00:00,,
SUPER 10 OU 200,66802,983102,702593328,2021-06-18 00:00:00,2021-07-03 00:00:00,2021-07-04 00:00:00,,
SUPER 10 OU 200,66802,1896856,702649560,2021-07-02 00:00:00,2021-07-03 00:00:00,2021-07-04 00:00:00,,
X20,63705,2716024,702593329,2021-06-18 00:00:00,2021-07-03 00:00:00,2021-07-05 00:00:00,,
BINGO,69601,1032947,702462504,2021-05-19 00:00:00,2021-07-02 00:00:00,2021-07-20 00:00:00,,
CASH,64805,6944800,702542818,2021-06-07 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
CASH,64805,6944807,702542818,2021-06-07 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
Coup Double,88801,1098247,702593329,2021-06-18 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
JACKPOT,65902,2543974,702542817,2021-06-07 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
